cod_rest,latitud,longitud,latitud_rest,longitud_rest,comision,canal,medio,nom_rest,fecha_trans,valor_trans
60,3.476362,-76.527899,3.476362,-76.527899,533.0,ifood,MARKETPLACE,CHIPICHAPE,2023-05-15,4099.0
149,3.465755,-76.521846,3.465755,-76.521846,83.0,web,Web,TERMINAL CAL,2023-05-15,828.0
133,3.41587,-76.540117,3.41587,-76.540117,1188.0,app,Android,COSMOCENTRO,2023-05-15,10803.0
133,3.41587,-76.540117,3.41587,-76.540117,1971.0,rappi,Rappi,COSMOCENTRO,2023-05-15,13592.0
158,3.434722,-76.541968,3.434722,-76.541968,1304.0,app,Android,SAN FERNANDO,2023-05-15,11859.0
27,3.373917,-76.53903,3.373917,-76.53903,670.0,callcenter,CallCenter,UNICENTRO CALI,2023-05-15,6704.0
37,3.425126,-76.540525,3.425126,-76.540525,515.0,web,Web,ROOSEVELT,2023-05-15,5151.0
27,3.373917,-76.53903,3.373917,-76.53903,1672.0,didi,didi,UNICENTRO CALI,2023-05-15,11945.0
61,3.465173,-76.530913,3.465173,-76.530913,567.0,app,Ios,AV SEXTA,2023-05-15,5155.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1346.0,app,Android,CIUDAD CORDOBA,2023-05-15,12238.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,599.0,callcenter,CallCenter,CIUDAD CORDOBA,2023-05-15,5990.0
27,3.373917,-76.53903,3.373917,-76.53903,411.0,tictuk,TICTUK,UNICENTRO CALI,2023-05-15,3425.0
60,3.476362,-76.527899,3.476362,-76.527899,513.0,app,Android,CHIPICHAPE,2023-05-15,4662.0
60,3.476362,-76.527899,3.476362,-76.527899,13.0,app,Android,CHIPICHAPE,2023-05-15,117.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,521.0,didi,didi,PASO ANCHO ,2023-05-15,3718.0
149,3.465755,-76.521846,3.465755,-76.521846,532.0,tictuk,TICTUK,TERMINAL CAL,2023-05-15,4432.0
60,3.476362,-76.527899,3.476362,-76.527899,376.0,app,Ios,CHIPICHAPE,2023-05-15,3422.0
134,3.369237,-76.527519,3.369237,-76.527519,1113.0,callcenter,CallCenter,JARDIN PLAZA,2023-05-15,11129.0
133,3.41587,-76.540117,3.41587,-76.540117,699.0,rappi,Rappi,COSMOCENTRO,2023-05-15,4818.0
60,3.476362,-76.527899,3.476362,-76.527899,661.0,app,Ios,CHIPICHAPE,2023-05-15,6008.0
61,3.465173,-76.530913,3.465173,-76.530913,538.0,rappi,Rappi,AV SEXTA,2023-05-15,3713.0
158,3.434722,-76.541968,3.434722,-76.541968,537.0,web,Web,SAN FERNANDO,2023-05-15,5370.0
61,3.465173,-76.530913,3.465173,-76.530913,1623.0,tictuk,TICTUK,AV SEXTA,2023-05-15,13523.0
133,3.41587,-76.540117,3.41587,-76.540117,374.0,app,Android,COSMOCENTRO,2023-05-15,3402.0
37,3.425126,-76.540525,3.425126,-76.540525,599.0,didi,didi,ROOSEVELT,2023-05-15,4276.0
26,3.465128,-76.500496,3.465128,-76.500496,88.0,rappi,Rappi,UNICO CALI,2023-05-15,604.0
133,3.41587,-76.540117,3.41587,-76.540117,515.0,tictuk,TICTUK,COSMOCENTRO,2023-05-15,4294.0
45,3.419646,-76.539767,3.419646,-76.539767,1340.0,app,Android,PALMETTO PLAZA,2023-05-15,12178.0
26,3.465128,-76.500496,3.465128,-76.500496,664.0,rappi,Rappi,UNICO CALI,2023-05-15,4582.0
26,3.465128,-76.500496,3.465128,-76.500496,1156.0,web,Web,UNICO CALI,2023-05-15,11560.0
115,3.384993,-76.52411,3.384993,-76.52411,377.0,callcenter,CallCenter,CANEY,2023-05-15,3773.0
27,3.373917,-76.53903,3.373917,-76.53903,100.0,app,Ios,UNICENTRO CALI,2023-05-15,907.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,647.0,rappi,Rappi,CIUDAD CORDOBA,2023-05-15,4461.0
149,3.465755,-76.521846,3.465755,-76.521846,1185.0,callcenter,CallCenter,TERMINAL CAL,2023-05-15,11846.0
115,3.384993,-76.52411,3.384993,-76.52411,419.0,web,Web,CANEY,2023-05-15,4192.0
37,3.425126,-76.540525,3.425126,-76.540525,9.0,ifood,MARKETPLACE,ROOSEVELT,2023-05-15,73.0
158,3.434722,-76.541968,3.434722,-76.541968,503.0,callcenter,CallCenter,SAN FERNANDO,2023-05-15,5027.0
27,3.373917,-76.53903,3.373917,-76.53903,660.0,ifood,MARKETIFOOD,UNICENTRO CALI,2023-05-15,5076.0
60,3.476362,-76.527899,3.476362,-76.527899,1214.0,app,Android,CHIPICHAPE,2023-05-15,11032.0
115,3.384993,-76.52411,3.384993,-76.52411,1077.0,app,Ios,CANEY,2023-05-15,9794.0
37,3.425126,-76.540525,3.425126,-76.540525,1164.0,tictuk,TICTUK,ROOSEVELT,2023-05-15,9700.0
26,3.465128,-76.500496,3.465128,-76.500496,365.0,callcenter,CallCenter,UNICO CALI,2023-05-16,3654.0
134,3.369237,-76.527519,3.369237,-76.527519,622.0,rappi,Rappi,JARDIN PLAZA,2023-05-16,4288.0
158,3.434722,-76.541968,3.434722,-76.541968,1214.0,tictuk,TICTUK,SAN FERNANDO,2023-05-16,10120.0
61,3.465173,-76.530913,3.465173,-76.530913,1018.0,ifood,LOGISTIC,AV SEXTA,2023-05-16,7829.0
26,3.465128,-76.500496,3.465128,-76.500496,712.0,didi,didi,UNICO CALI,2023-05-16,5083.0
149,3.465755,-76.521846,3.465755,-76.521846,24.0,ifood,MARKETIFOOD,TERMINAL CAL,2023-05-16,184.0
37,3.425126,-76.540525,3.425126,-76.540525,1574.0,tictuk,TICTUK,ROOSEVELT,2023-05-16,13116.0
115,3.384993,-76.52411,3.384993,-76.52411,472.0,callcenter,CallCenter,CANEY,2023-05-16,4720.0
149,3.465755,-76.521846,3.465755,-76.521846,391.0,web,Web,TERMINAL CAL,2023-05-16,3909.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,603.0,ifood,LOGISTIC,PASO ANCHO ,2023-05-16,4639.0
134,3.369237,-76.527519,3.369237,-76.527519,1005.0,didi,didi,JARDIN PLAZA,2023-05-16,7179.0
134,3.369237,-76.527519,3.369237,-76.527519,498.0,web,Web,JARDIN PLAZA,2023-05-16,4980.0
134,3.369237,-76.527519,3.369237,-76.527519,428.0,didi,didi,JARDIN PLAZA,2023-05-16,3057.0
149,3.465755,-76.521846,3.465755,-76.521846,1797.0,didi,didi,TERMINAL CAL,2023-05-16,12835.0
133,3.41587,-76.540117,3.41587,-76.540117,1276.0,callcenter,CallCenter,COSMOCENTRO,2023-05-16,12758.0
37,3.425126,-76.540525,3.425126,-76.540525,1540.0,tictuk,TICTUK,ROOSEVELT,2023-05-16,12831.0
45,3.419646,-76.539767,3.419646,-76.539767,592.0,rappi,Rappi,PALMETTO PLAZA,2023-05-16,4084.0
133,3.41587,-76.540117,3.41587,-76.540117,395.0,callcenter,CallCenter,COSMOCENTRO,2023-05-16,3953.0
60,3.476362,-76.527899,3.476362,-76.527899,666.0,rappi,Rappi,CHIPICHAPE,2023-05-16,4592.0
37,3.425126,-76.540525,3.425126,-76.540525,504.0,rappi,Rappi,ROOSEVELT,2023-05-16,3479.0
45,3.419646,-76.539767,3.419646,-76.539767,435.0,tictuk,TICTUK,PALMETTO PLAZA,2023-05-16,3624.0
115,3.384993,-76.52411,3.384993,-76.52411,1335.0,tictuk,TICTUK,CANEY,2023-05-16,11126.0
37,3.425126,-76.540525,3.425126,-76.540525,738.0,rappi,Rappi,ROOSEVELT,2023-05-16,5092.0
149,3.465755,-76.521846,3.465755,-76.521846,386.0,tictuk,TICTUK,TERMINAL CAL,2023-05-16,3220.0
60,3.476362,-76.527899,3.476362,-76.527899,729.0,rappi,Rappi,CHIPICHAPE,2023-05-16,5027.0
37,3.425126,-76.540525,3.425126,-76.540525,664.0,rappi,Rappi,ROOSEVELT,2023-05-16,4579.0
45,3.419646,-76.539767,3.419646,-76.539767,570.0,ifood,Marketifood,PALMETTO PLAZA,2023-05-16,4385.0
61,3.465173,-76.530913,3.465173,-76.530913,841.0,tictuk,TICTUK,AV SEXTA,2023-05-16,7010.0
158,3.434722,-76.541968,3.434722,-76.541968,648.0,rappi,Rappi,SAN FERNANDO,2023-05-16,4471.0
37,3.425126,-76.540525,3.425126,-76.540525,558.0,rappi,Rappi,ROOSEVELT,2023-05-16,3847.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,583.0,rappi,Rappi,CIUDAD CORDOBA,2023-05-16,4022.0
60,3.476362,-76.527899,3.476362,-76.527899,637.0,didi,didi,CHIPICHAPE,2023-05-16,4547.0
115,3.384993,-76.52411,3.384993,-76.52411,34.0,callcenter,CallCenter,CANEY,2023-05-16,344.0
37,3.425126,-76.540525,3.425126,-76.540525,444.0,web,Web,ROOSEVELT,2023-05-16,4438.0
27,3.373917,-76.53903,3.373917,-76.53903,581.0,rappi,Rappi,UNICENTRO CALI,2023-05-16,4005.0
26,3.465128,-76.500496,3.465128,-76.500496,501.0,callcenter,CallCenter,UNICO CALI,2023-05-16,5006.0
61,3.465173,-76.530913,3.465173,-76.530913,642.0,ifood,Marketifood,AV SEXTA,2023-05-16,4936.0
37,3.425126,-76.540525,3.425126,-76.540525,539.0,tictuk,TICTUK,ROOSEVELT,2023-05-16,4494.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,123.0,rappi,Rappi,CIUDAD CORDOBA,2023-05-16,848.0
37,3.425126,-76.540525,3.425126,-76.540525,101.0,app,Android,ROOSEVELT,2023-05-16,917.0
60,3.476362,-76.527899,3.476362,-76.527899,1162.0,app,Android,CHIPICHAPE,2023-05-16,10562.0
149,3.465755,-76.521846,3.465755,-76.521846,56.0,didi,didi,TERMINAL CAL,2023-05-16,400.0
60,3.476362,-76.527899,3.476362,-76.527899,1319.0,app,Ios,CHIPICHAPE,2023-05-16,11990.0
134,3.369237,-76.527519,3.369237,-76.527519,589.0,tictuk,TICTUK,JARDIN PLAZA,2023-05-16,4906.0
133,3.41587,-76.540117,3.41587,-76.540117,465.0,web,Web,COSMOCENTRO,2023-05-16,4653.0
37,3.425126,-76.540525,3.425126,-76.540525,540.0,app,Android,ROOSEVELT,2023-05-16,4908.0
158,3.434722,-76.541968,3.434722,-76.541968,1276.0,web,Web,SAN FERNANDO,2023-05-16,12758.0
133,3.41587,-76.540117,3.41587,-76.540117,366.0,web,Web,COSMOCENTRO,2023-05-16,3656.0
26,3.465128,-76.500496,3.465128,-76.500496,745.0,app,Android,UNICO CALI,2023-05-16,6773.0
60,3.476362,-76.527899,3.476362,-76.527899,1006.0,callcenter,CallCenter,CHIPICHAPE,2023-05-16,10056.0
27,3.373917,-76.53903,3.373917,-76.53903,421.0,web,Web,UNICENTRO CALI,2023-05-16,4207.0
158,3.434722,-76.541968,3.434722,-76.541968,1176.0,callcenter,CallCenter,SAN FERNANDO,2023-05-16,11765.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,7.0,tictuk,TICTUK,PASO ANCHO ,2023-05-16,55.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,1585.0,ifood,Marketifood,PASO ANCHO ,2023-05-16,12189.0
37,3.425126,-76.540525,3.425126,-76.540525,754.0,callcenter,CallCenter,ROOSEVELT,2023-05-16,7539.0
37,3.425126,-76.540525,3.425126,-76.540525,540.0,ifood,MARKETPLACE,ROOSEVELT,2023-05-16,4156.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1065.0,callcenter,CallCenter,CIUDAD CORDOBA,2023-05-16,10648.0
115,3.384993,-76.52411,3.384993,-76.52411,1675.0,ifood,MARKETPLACE,CANEY,2023-05-16,12886.0
133,3.41587,-76.540117,3.41587,-76.540117,1310.0,didi,didi,COSMOCENTRO,2023-05-16,9357.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,27.0,web,Web,PASO ANCHO ,2023-05-16,272.0
115,3.384993,-76.52411,3.384993,-76.52411,1930.0,rappi,Rappi,CANEY,2023-05-16,13308.0
60,3.476362,-76.527899,3.476362,-76.527899,222.0,rappi,Rappi,CHIPICHAPE,2023-05-16,1528.0
149,3.465755,-76.521846,3.465755,-76.521846,49.0,web,Web,TERMINAL CAL,2023-05-16,493.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,420.0,callcenter,CallCenter,PASO ANCHO ,2023-05-16,4196.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,20.0,web,Web,PASO ANCHO ,2023-05-16,197.0
37,3.425126,-76.540525,3.425126,-76.540525,512.0,tictuk,TICTUK,ROOSEVELT,2023-05-17,4269.0
45,3.419646,-76.539767,3.419646,-76.539767,405.0,callcenter,CallCenter,PALMETTO PLAZA,2023-05-17,4048.0
26,3.465128,-76.500496,3.465128,-76.500496,454.0,app,Android,UNICO CALI,2023-05-17,4129.0
134,3.369237,-76.527519,3.369237,-76.527519,522.0,app,Android,JARDIN PLAZA,2023-05-17,4750.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1169.0,app,Ios,CIUDAD CORDOBA,2023-05-17,10627.0
133,3.41587,-76.540117,3.41587,-76.540117,687.0,didi,didi,COSMOCENTRO,2023-05-17,4908.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1044.0,app,Ios,CIUDAD CORDOBA,2023-05-17,9492.0
45,3.419646,-76.539767,3.419646,-76.539767,566.0,rappi,Rappi,PALMETTO PLAZA,2023-05-17,3903.0
158,3.434722,-76.541968,3.434722,-76.541968,1264.0,tictuk,TICTUK,SAN FERNANDO,2023-05-17,10533.0
115,3.384993,-76.52411,3.384993,-76.52411,1192.0,app,Ios,CANEY,2023-05-17,10840.0
149,3.465755,-76.521846,3.465755,-76.521846,1783.0,rappi,Rappi,TERMINAL CAL,2023-05-17,12300.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1361.0,didi,didi,CIUDAD CORDOBA,2023-05-17,9722.0
60,3.476362,-76.527899,3.476362,-76.527899,1729.0,ifood,MARKETIFOOD,CHIPICHAPE,2023-05-17,13297.0
45,3.419646,-76.539767,3.419646,-76.539767,1099.0,web,Web,PALMETTO PLAZA,2023-05-17,10989.0
60,3.476362,-76.527899,3.476362,-76.527899,490.0,callcenter,CallCenter,CHIPICHAPE,2023-05-17,4903.0
45,3.419646,-76.539767,3.419646,-76.539767,1018.0,web,Web,PALMETTO PLAZA,2023-05-17,10175.0
149,3.465755,-76.521846,3.465755,-76.521846,444.0,callcenter,CallCenter,TERMINAL CAL,2023-05-17,4445.0
149,3.465755,-76.521846,3.465755,-76.521846,1284.0,web,Web,TERMINAL CAL,2023-05-17,12835.0
27,3.373917,-76.53903,3.373917,-76.53903,453.0,ifood,MARKETIFOOD,UNICENTRO CALI,2023-05-17,3482.0
60,3.476362,-76.527899,3.476362,-76.527899,552.0,app,Ios,CHIPICHAPE,2023-05-17,5018.0
133,3.41587,-76.540117,3.41587,-76.540117,350.0,app,Android,COSMOCENTRO,2023-05-17,3181.0
134,3.369237,-76.527519,3.369237,-76.527519,1212.0,web,Web,JARDIN PLAZA,2023-05-17,12115.0
115,3.384993,-76.52411,3.384993,-76.52411,453.0,callcenter,CallCenter,CANEY,2023-05-17,4530.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,787.0,rappi,Rappi,PASO ANCHO ,2023-05-17,5428.0
26,3.465128,-76.500496,3.465128,-76.500496,704.0,didi,didi,UNICO CALI,2023-05-17,5032.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,549.0,tictuk,TICTUK,PASO ANCHO ,2023-05-17,4576.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,632.0,rappi,Rappi,CIUDAD CORDOBA,2023-05-17,4358.0
45,3.419646,-76.539767,3.419646,-76.539767,1120.0,app,Android,PALMETTO PLAZA,2023-05-17,10184.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,405.0,web,Web,PASO ANCHO ,2023-05-17,4047.0
60,3.476362,-76.527899,3.476362,-76.527899,650.0,tictuk,TICTUK,CHIPICHAPE,2023-05-17,5415.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,545.0,app,Ios,PASO ANCHO ,2023-05-17,4955.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,345.0,app,Ios,PASO ANCHO ,2023-05-17,3138.0
149,3.465755,-76.521846,3.465755,-76.521846,802.0,didi,didi,TERMINAL CAL,2023-05-17,5732.0
37,3.425126,-76.540525,3.425126,-76.540525,424.0,web,Web,ROOSEVELT,2023-05-17,4241.0
27,3.373917,-76.53903,3.373917,-76.53903,914.0,tictuk,TICTUK,UNICENTRO CALI,2023-05-17,7613.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,951.0,web,Web,CIUDAD CORDOBA,2023-05-17,9509.0
60,3.476362,-76.527899,3.476362,-76.527899,1074.0,app,Ios,CHIPICHAPE,2023-05-17,9765.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,466.0,callcenter,CallCenter,CIUDAD CORDOBA,2023-05-17,4658.0
27,3.373917,-76.53903,3.373917,-76.53903,1895.0,didi,didi,UNICENTRO CALI,2023-05-17,13536.0
61,3.465173,-76.530913,3.465173,-76.530913,133.0,web,Web,AV SEXTA,2023-05-17,1333.0
149,3.465755,-76.521846,3.465755,-76.521846,1193.0,callcenter,CallCenter,TERMINAL CAL,2023-05-17,11932.0
26,3.465128,-76.500496,3.465128,-76.500496,15.0,ifood,Marketifood,UNICO CALI,2023-05-17,116.0
37,3.425126,-76.540525,3.425126,-76.540525,2.0,callcenter,CallCenter,ROOSEVELT,2023-05-17,16.0
26,3.465128,-76.500496,3.465128,-76.500496,722.0,didi,didi,UNICO CALI,2023-05-17,5160.0
26,3.465128,-76.500496,3.465128,-76.500496,461.0,app,Ios,UNICO CALI,2023-05-17,4189.0
134,3.369237,-76.527519,3.369237,-76.527519,147.0,ifood,MARKETPLACE,JARDIN PLAZA,2023-05-17,1133.0
27,3.373917,-76.53903,3.373917,-76.53903,416.0,tictuk,TICTUK,UNICENTRO CALI,2023-05-17,3468.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,678.0,didi,didi,CIUDAD CORDOBA,2023-05-17,4840.0
60,3.476362,-76.527899,3.476362,-76.527899,1417.0,tictuk,TICTUK,CHIPICHAPE,2023-05-17,11809.0
149,3.465755,-76.521846,3.465755,-76.521846,1053.0,callcenter,CallCenter,TERMINAL CAL,2023-05-17,10527.0
26,3.465128,-76.500496,3.465128,-76.500496,680.0,didi,didi,UNICO CALI,2023-05-17,4860.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1189.0,web,Web,CIUDAD CORDOBA,2023-05-17,11893.0
115,3.384993,-76.52411,3.384993,-76.52411,373.0,web,Web,CANEY,2023-05-17,3730.0
61,3.465173,-76.530913,3.465173,-76.530913,638.0,ifood,LOGISTIC,AV SEXTA,2023-05-17,4908.0
60,3.476362,-76.527899,3.476362,-76.527899,1211.0,ifood,Marketifood,CHIPICHAPE,2023-05-17,9319.0
158,3.434722,-76.541968,3.434722,-76.541968,295.0,web,Web,SAN FERNANDO,2023-05-17,2951.0
45,3.419646,-76.539767,3.419646,-76.539767,961.0,didi,didi,PALMETTO PLAZA,2023-05-17,6863.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,360.0,app,Ios,CIUDAD CORDOBA,2023-05-17,3277.0
134,3.369237,-76.527519,3.369237,-76.527519,1231.0,callcenter,CallCenter,JARDIN PLAZA,2023-05-17,12306.0
45,3.419646,-76.539767,3.419646,-76.539767,615.0,ifood,MARKETIFOOD,PALMETTO PLAZA,2023-05-17,4731.0
134,3.369237,-76.527519,3.369237,-76.527519,386.0,web,Web,JARDIN PLAZA,2023-05-17,3857.0
133,3.41587,-76.540117,3.41587,-76.540117,367.0,app,Ios,COSMOCENTRO,2023-05-17,3332.0
45,3.419646,-76.539767,3.419646,-76.539767,427.0,tictuk,TICTUK,PALMETTO PLAZA,2023-05-17,3562.0
61,3.465173,-76.530913,3.465173,-76.530913,782.0,callcenter,CallCenter,AV SEXTA,2023-05-17,7821.0
149,3.465755,-76.521846,3.465755,-76.521846,449.0,app,Ios,TERMINAL CAL,2023-05-17,4080.0
158,3.434722,-76.541968,3.434722,-76.541968,36.0,ifood,MARKETPLACE,SAN FERNANDO,2023-05-18,274.0
134,3.369237,-76.527519,3.369237,-76.527519,407.0,web,Web,JARDIN PLAZA,2023-05-18,4073.0
115,3.384993,-76.52411,3.384993,-76.52411,1591.0,ifood,Marketifood,CANEY,2023-05-18,12239.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1082.0,app,Android,CIUDAD CORDOBA,2023-05-18,9839.0
60,3.476362,-76.527899,3.476362,-76.527899,728.0,app,Android,CHIPICHAPE,2023-05-18,6621.0
133,3.41587,-76.540117,3.41587,-76.540117,1175.0,app,Ios,COSMOCENTRO,2023-05-18,10682.0
158,3.434722,-76.541968,3.434722,-76.541968,457.0,tictuk,TICTUK,SAN FERNANDO,2023-05-18,3807.0
134,3.369237,-76.527519,3.369237,-76.527519,423.0,tictuk,TICTUK,JARDIN PLAZA,2023-05-18,3521.0
115,3.384993,-76.52411,3.384993,-76.52411,512.0,ifood,LOGISTIC,CANEY,2023-05-18,3937.0
60,3.476362,-76.527899,3.476362,-76.527899,25.0,web,Web,CHIPICHAPE,2023-05-18,249.0
37,3.425126,-76.540525,3.425126,-76.540525,81.0,ifood,LOGISTIC,ROOSEVELT,2023-05-18,624.0
134,3.369237,-76.527519,3.369237,-76.527519,1658.0,didi,didi,JARDIN PLAZA,2023-05-18,11841.0
134,3.369237,-76.527519,3.369237,-76.527519,467.0,callcenter,CallCenter,JARDIN PLAZA,2023-05-18,4673.0
61,3.465173,-76.530913,3.465173,-76.530913,732.0,rappi,Rappi,AV SEXTA,2023-05-18,5050.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,762.0,ifood,MARKETPLACE,PASO ANCHO ,2023-05-18,5860.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,1015.0,rappi,Rappi,CIUDAD CORDOBA,2023-05-18,7001.0
61,3.465173,-76.530913,3.465173,-76.530913,1187.0,tictuk,TICTUK,AV SEXTA,2023-05-18,9888.0
133,3.41587,-76.540117,3.41587,-76.540117,1201.0,web,Web,COSMOCENTRO,2023-05-18,12013.0
45,3.419646,-76.539767,3.419646,-76.539767,1248.0,tictuk,TICTUK,PALMETTO PLAZA,2023-05-18,10399.0
60,3.476362,-76.527899,3.476362,-76.527899,511.0,app,Android,CHIPICHAPE,2023-05-18,4649.0
26,3.465128,-76.500496,3.465128,-76.500496,922.0,didi,didi,UNICO CALI,2023-05-18,6586.0
26,3.465128,-76.500496,3.465128,-76.500496,561.0,ifood,LOGISTIC,UNICO CALI,2023-05-18,4318.0
158,3.434722,-76.541968,3.434722,-76.541968,1125.0,app,Ios,SAN FERNANDO,2023-05-18,10223.0
158,3.434722,-76.541968,3.434722,-76.541968,607.0,didi,didi,SAN FERNANDO,2023-05-18,4334.0
133,3.41587,-76.540117,3.41587,-76.540117,1074.0,app,Ios,COSMOCENTRO,2023-05-18,9765.0
134,3.369237,-76.527519,3.369237,-76.527519,382.0,callcenter,CallCenter,JARDIN PLAZA,2023-05-18,3822.0
26,3.465128,-76.500496,3.465128,-76.500496,532.0,web,Web,UNICO CALI,2023-05-18,5322.0
26,3.465128,-76.500496,3.465128,-76.500496,1301.0,callcenter,CallCenter,UNICO CALI,2023-05-18,13012.0
115,3.384993,-76.52411,3.384993,-76.52411,626.0,tictuk,TICTUK,CANEY,2023-05-18,5214.0
27,3.373917,-76.53903,3.373917,-76.53903,586.0,rappi,Rappi,UNICENTRO CALI,2023-05-18,4044.0
158,3.434722,-76.541968,3.434722,-76.541968,404.0,callcenter,CallCenter,SAN FERNANDO,2023-05-18,4042.0
26,3.465128,-76.500496,3.465128,-76.500496,1161.0,tictuk,TICTUK,UNICO CALI,2023-05-18,9671.0
149,3.465755,-76.521846,3.465755,-76.521846,473.0,didi,didi,TERMINAL CAL,2023-05-18,3377.0
149,3.465755,-76.521846,3.465755,-76.521846,576.0,ifood,MARKETPLACE,TERMINAL CAL,2023-05-18,4427.0
115,3.384993,-76.52411,3.384993,-76.52411,1231.0,web,Web,CANEY,2023-05-18,12313.0
133,3.41587,-76.540117,3.41587,-76.540117,60.0,app,Ios,COSMOCENTRO,2023-05-18,543.0
27,3.373917,-76.53903,3.373917,-76.53903,613.0,didi,didi,UNICENTRO CALI,2023-05-18,4382.0
158,3.434722,-76.541968,3.434722,-76.541968,13.0,ifood,Marketifood,SAN FERNANDO,2023-05-18,101.0
37,3.425126,-76.540525,3.425126,-76.540525,588.0,rappi,Rappi,ROOSEVELT,2023-05-18,4052.0
149,3.465755,-76.521846,3.465755,-76.521846,519.0,ifood,Marketifood,TERMINAL CAL,2023-05-18,3992.0
158,3.434722,-76.541968,3.434722,-76.541968,1493.0,tictuk,TICTUK,SAN FERNANDO,2023-05-18,12443.0
37,3.425126,-76.540525,3.425126,-76.540525,1645.0,ifood,MARKETIFOOD,ROOSEVELT,2023-05-18,12652.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,1277.0,app,Ios,PASO ANCHO ,2023-05-18,11606.0
133,3.41587,-76.540117,3.41587,-76.540117,535.0,tictuk,TICTUK,COSMOCENTRO,2023-05-18,4462.0
115,3.384993,-76.52411,3.384993,-76.52411,704.0,app,Ios,CANEY,2023-05-18,6400.0
26,3.465128,-76.500496,3.465128,-76.500496,623.0,web,Web,UNICO CALI,2023-05-18,6231.0
26,3.465128,-76.500496,3.465128,-76.500496,405.0,app,Android,UNICO CALI,2023-05-18,3685.0
26,3.465128,-76.500496,3.465128,-76.500496,179.0,rappi,Rappi,UNICO CALI,2023-05-18,1232.0
60,3.476362,-76.527899,3.476362,-76.527899,544.0,app,Android,CHIPICHAPE,2023-05-18,4943.0
26,3.465128,-76.500496,3.465128,-76.500496,48.0,didi,didi,UNICO CALI,2023-05-18,344.0
26,3.465128,-76.500496,3.465128,-76.500496,22.0,app,Android,UNICO CALI,2023-05-18,201.0
133,3.41587,-76.540117,3.41587,-76.540117,1661.0,didi,didi,COSMOCENTRO,2023-05-18,11863.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,300.0,app,Android,CIUDAD CORDOBA,2023-05-18,2726.0
60,3.476362,-76.527899,3.476362,-76.527899,1274.0,callcenter,CallCenter,CHIPICHAPE,2023-05-18,12745.0
115,3.384993,-76.52411,3.384993,-76.52411,398.0,web,Web,CANEY,2023-05-18,3975.0
115,3.384993,-76.52411,3.384993,-76.52411,1344.0,ifood,MARKETIFOOD,CANEY,2023-05-18,10340.0
133,3.41587,-76.540117,3.41587,-76.540117,619.0,ifood,MARKETPLACE,COSMOCENTRO,2023-05-18,4759.0
163,3.4126302,-76.5286968,3.4126302,-76.5286968,944.0,callcenter,CallCenter,PASO ANCHO ,2023-05-18,9440.0
60,3.476362,-76.527899,3.476362,-76.527899,1298.0,app,Ios,CHIPICHAPE,2023-05-18,11802.0
27,3.373917,-76.53903,3.373917,-76.53903,35.0,ifood,LOGISTIC,UNICENTRO CALI,2023-05-18,270.0
27,3.373917,-76.53903,3.373917,-76.53903,708.0,didi,didi,UNICENTRO CALI,2023-05-18,5054.0
134,3.369237,-76.527519,3.369237,-76.527519,1476.0,rappi,Rappi,JARDIN PLAZA,2023-05-18,10177.0
61,3.465173,-76.530913,3.465173,-76.530913,454.0,web,Web,AV SEXTA,2023-05-18,4538.0
134,3.369237,-76.527519,3.369237,-76.527519,1760.0,didi,didi,JARDIN PLAZA,2023-05-18,12571.0
187,3.39671417,-76.50974468,3.39671417,-76.50974468,521.0,ifood,MARKETIFOOD,CIUDAD CORDOBA,2023-05-18,4010.0
